movie_uri,movie,releaseDate,runtime,duration,language,budget,boxOffice,genres,genres_URIs,actors,actors_URIs,directors,directors_URIs,distributors,distributors_URIs,producers,producers_URIs,composers,composers_URIs,cinematographers,cinematographers_URIs,filmingLocations,filmingLocations_URIs,productionCompanies,productionCompanies_URIs,mainSubjects,mainSubjects_URIs
http://www.wikidata.org/entity/Q21293827,Live by Night,2017-01-26T00:00:00Z,129,129,English,65000000,15885366,"drama film, crime film, film based on a novel, thriller film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q959790, http://www.wikidata.org/entity/Q52207399, http://www.wikidata.org/entity/Q2484376","Zoe Saldaña, Elle Fanning, Sienna Miller, Brendan Gleeson, Chris Cooper, Titus Welliver, Ben Affleck, Anthony Michael Hall, Max Casella, Chris Messina, Remo Girone, J. D. Evermore","http://www.wikidata.org/entity/Q190162, http://www.wikidata.org/entity/Q228943, http://www.wikidata.org/entity/Q193458, http://www.wikidata.org/entity/Q206659, http://www.wikidata.org/entity/Q273208, http://www.wikidata.org/entity/Q437693, http://www.wikidata.org/entity/Q483118, http://www.wikidata.org/entity/Q361215, http://www.wikidata.org/entity/Q368913, http://www.wikidata.org/entity/Q1077549, http://www.wikidata.org/entity/Q1858856, http://www.wikidata.org/entity/Q17385901",Ben Affleck,http://www.wikidata.org/entity/Q483118,"Warner Bros., Netflix, InterCom","http://www.wikidata.org/entity/Q126399, http://www.wikidata.org/entity/Q907311, http://www.wikidata.org/entity/Q1097348",Ben Affleck,http://www.wikidata.org/entity/Q483118,Harry Gregson-Williams,http://www.wikidata.org/entity/Q314623,Robert Richardson,http://www.wikidata.org/entity/Q364017,"Los Angeles, Georgia","http://www.wikidata.org/entity/Q65, http://www.wikidata.org/entity/Q1428",Warner Bros.,http://www.wikidata.org/entity/Q126399,,
http://www.wikidata.org/entity/Q47036864,Heartthrob,2017-01-01T00:00:00Z,86,86,English,,,thriller film,http://www.wikidata.org/entity/Q2484376,"Jimmy Bennett, Peter Facinelli, Aubrey Peeples","http://www.wikidata.org/entity/Q4349, http://www.wikidata.org/entity/Q192052, http://www.wikidata.org/entity/Q5711332",Chris Sivertson,http://www.wikidata.org/entity/Q5108075,Netflix,http://www.wikidata.org/entity/Q907311,,,James Dooley,http://www.wikidata.org/entity/Q327904,,,,,,,,
http://www.wikidata.org/entity/Q55259014,Carter & June,2017-01-01T00:00:00Z,87,87,English,,,heist film,http://www.wikidata.org/entity/Q496523,,,,,,,Sean Covel,http://www.wikidata.org/entity/Q7440908,,,,,,,,,,
http://www.wikidata.org/entity/Q124080606,The Catch,2017-02-10T00:00:00Z,14,14,English,,,,,,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q60851104,Dismissed,2017-01-01T00:00:00Z,87,87,English,,,"horror film, thriller film","http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q2484376",Dylan Sprouse,http://www.wikidata.org/entity/Q8209372,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q24577642,Unrest,2017-01-01T00:00:00Z,90,90,English,,,"documentary film, drama film, romance film","http://www.wikidata.org/entity/Q93204, http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q1054574","Jennifer Brea, Whitney Dafoe","http://www.wikidata.org/entity/Q24578998, http://www.wikidata.org/entity/Q97069582",Jennifer Brea,http://www.wikidata.org/entity/Q24578998,Netflix,http://www.wikidata.org/entity/Q907311,"Joanna Kerns, Deborah Hoffmann, Lindsey Dryden, Jennifer Brea","http://www.wikidata.org/entity/Q63689, http://www.wikidata.org/entity/Q1181572, http://www.wikidata.org/entity/Q24004777, http://www.wikidata.org/entity/Q24578998",Bear McCreary,http://www.wikidata.org/entity/Q621437,,,,,,,,
http://www.wikidata.org/entity/Q105103618,Witchcraft XV: Blood Rose,2017-01-01T00:00:00Z,81,81,English,,,horror film,http://www.wikidata.org/entity/Q200092,,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q28325029,Lost in London,2017-01-19T00:00:00Z,100,100,English,,,"drama film, comedy film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q157443","Owen Wilson, Willie Nelson, Zrinka Cvitešić, Woody Harrelson, Eleanor Matsuura, Martin McCann, Peter Ferdinando, David Avery","http://www.wikidata.org/entity/Q161916, http://www.wikidata.org/entity/Q206112, http://www.wikidata.org/entity/Q227169, http://www.wikidata.org/entity/Q201279, http://www.wikidata.org/entity/Q1325733, http://www.wikidata.org/entity/Q1764773, http://www.wikidata.org/entity/Q7173968, http://www.wikidata.org/entity/Q20630527",Woody Harrelson,http://www.wikidata.org/entity/Q201279,Hulu,http://www.wikidata.org/entity/Q1630304,Woody Harrelson,http://www.wikidata.org/entity/Q201279,,,,,,,,,,
http://www.wikidata.org/entity/Q27642808,First Kill,2017-01-01T00:00:00Z,101,101,English,,,"action film, crime film, thriller film","http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q959790, http://www.wikidata.org/entity/Q2484376","Bruce Willis, Hayden Christensen, Gethin Anthony","http://www.wikidata.org/entity/Q2680, http://www.wikidata.org/entity/Q192812, http://www.wikidata.org/entity/Q1519956",Steven C. Miller,http://www.wikidata.org/entity/Q7614534,"Netflix, Lionsgate Premiere","http://www.wikidata.org/entity/Q907311, http://www.wikidata.org/entity/Q22079444",,,,,Brandon Cox,http://www.wikidata.org/entity/Q61994803,,,Brookstreet Pictures,http://www.wikidata.org/entity/Q4975132,,
http://www.wikidata.org/entity/Q118307526,The Preacher's Son,2017-01-09T00:00:00Z,99,99,English,,,"drama film, romance film, mystery film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q1054574, http://www.wikidata.org/entity/Q1200678",,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q43383107,The Midnight Man,2017-12-14T00:00:00Z,95,95,English,,,horror film,http://www.wikidata.org/entity/Q200092,Gabrielle Haugh,http://www.wikidata.org/entity/Q29462391,Travis Zariwny,http://www.wikidata.org/entity/Q61994825,Hulu,http://www.wikidata.org/entity/Q1630304,,,,,,,,,,,,
http://www.wikidata.org/entity/Q22078020,Girlfriend's Day,2017-02-14T00:00:00Z,70,70,English,,,comedy drama,http://www.wikidata.org/entity/Q859369,"Amber Tamblyn, Bob Odenkirk, Alex Karpovsky, Lyric Lewis","http://www.wikidata.org/entity/Q231128, http://www.wikidata.org/entity/Q888178, http://www.wikidata.org/entity/Q5902748, http://www.wikidata.org/entity/Q58443690",Michael Stephenson,http://www.wikidata.org/entity/Q6834610,Netflix,http://www.wikidata.org/entity/Q907311,Bob Odenkirk,http://www.wikidata.org/entity/Q888178,Bobby Tahouri,http://www.wikidata.org/entity/Q28457140,,,Los Angeles,http://www.wikidata.org/entity/Q65,Magic Stone Productions,http://www.wikidata.org/entity/Q17128241,,
http://www.wikidata.org/entity/Q27964403,Home Again,2017-09-08T00:00:00Z,97,97,English,,,"comedy film, melodrama","http://www.wikidata.org/entity/Q157443, http://www.wikidata.org/entity/Q1919632","Reese Witherspoon, Candice Bergen, Christine Woods, Michael Sheen, Lake Bell, Reid Scott, Nat Wolff","http://www.wikidata.org/entity/Q44063, http://www.wikidata.org/entity/Q106942, http://www.wikidata.org/entity/Q290156, http://www.wikidata.org/entity/Q298276, http://www.wikidata.org/entity/Q241686, http://www.wikidata.org/entity/Q2139900, http://www.wikidata.org/entity/Q1249010",Hallie Meyers-Shyer,http://www.wikidata.org/entity/Q4289079,"Netflix, Hulu, Open Road Flims, Big Bang Media","http://www.wikidata.org/entity/Q907311, http://www.wikidata.org/entity/Q1630304, http://www.wikidata.org/entity/Q4121965, http://www.wikidata.org/entity/Q28871787",Nancy Meyers,http://www.wikidata.org/entity/Q235555,John Debney,http://www.wikidata.org/entity/Q48975,Dean Cundey,http://www.wikidata.org/entity/Q497036,,,,,,
http://www.wikidata.org/entity/Q20962294,The Promise,2017-08-17T00:00:00Z,132,132,English,,,drama film,http://www.wikidata.org/entity/Q130232,"Christian Bale, Jean Reno, Shohreh Aghdashloo, Oscar Isaac, Tom Hollander, James Cromwell, Angela Sarafyan, Alicia Borrachero, Kevork Malikyan, Rade Šerbedžija, Michael Stahl-David, Yigal Naor, Tamer Hassan, Sofia Black-D'Elia, Charlotte Le Bon, Jean-Claude Ricquebourg, Numan Acar, Daniel Giménez Cacho, Marwan Kenzari, Abel Folk","http://www.wikidata.org/entity/Q45772, http://www.wikidata.org/entity/Q43697, http://www.wikidata.org/entity/Q229766, http://www.wikidata.org/entity/Q336788, http://www.wikidata.org/entity/Q312124, http://www.wikidata.org/entity/Q299483, http://www.wikidata.org/entity/Q553895, http://www.wikidata.org/entity/Q276393, http://www.wikidata.org/entity/Q463473, http://www.wikidata.org/entity/Q434291, http://www.wikidata.org/entity/Q679387, http://www.wikidata.org/entity/Q940225, http://www.wikidata.org/entity/Q1058562, http://www.wikidata.org/entity/Q2080850, http://www.wikidata.org/entity/Q2960989, http://www.wikidata.org/entity/Q3165194, http://www.wikidata.org/entity/Q1151023, http://www.wikidata.org/entity/Q1160853, http://www.wikidata.org/entity/Q13817318, http://www.wikidata.org/entity/Q8183923",Terry George,http://www.wikidata.org/entity/Q1392079,"Open Road Flims, Vertigo Média","http://www.wikidata.org/entity/Q4121965, http://www.wikidata.org/entity/Q28871047",Eric Esrailian,http://www.wikidata.org/entity/Q5386451,Gabriel Yared,http://www.wikidata.org/entity/Q502957,Javier Aguirresarobe,http://www.wikidata.org/entity/Q1366385,,,,,,
http://www.wikidata.org/entity/Q56282565,The Beyond,2017-01-01T00:00:00Z,,,English,,,,,Jane Perry,http://www.wikidata.org/entity/Q21209179,Hasraf Dullul,http://www.wikidata.org/entity/Q56283041,"Netflix, Gravitas Ventures","http://www.wikidata.org/entity/Q907311, http://www.wikidata.org/entity/Q5597985",,,,,,,,,,,,
http://www.wikidata.org/entity/Q58814924,Room for Rent,2017-01-01T00:00:00Z,,,English,,,comedy film,http://www.wikidata.org/entity/Q157443,,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q28055172,The Bookshop,2017-01-01T00:00:00Z,112,112,English,,,"drama film, film based on a novel","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q52207399","Patricia Clarkson, Bill Nighy, Emily Mortimer, Barry K. Barnes, Frances Barber, James Lance, Charlotte Vega, Richard Felix, Honor Kneafsey","http://www.wikidata.org/entity/Q229268, http://www.wikidata.org/entity/Q207179, http://www.wikidata.org/entity/Q230308, http://www.wikidata.org/entity/Q2885761, http://www.wikidata.org/entity/Q5478514, http://www.wikidata.org/entity/Q6137743, http://www.wikidata.org/entity/Q16302413, http://www.wikidata.org/entity/Q42758948, http://www.wikidata.org/entity/Q49562376",Isabel Coixet,http://www.wikidata.org/entity/Q232273,"BiM Distribuzione, Cirko Film","http://www.wikidata.org/entity/Q3639301, http://www.wikidata.org/entity/Q28871365",,,Alfonso Vilallonga,http://www.wikidata.org/entity/Q11679769,Jean-Claude Larrieu,http://www.wikidata.org/entity/Q15122221,,,,,,
http://www.wikidata.org/entity/Q43909814,Love of My Life,2017-01-01T00:00:00Z,106,106,English,,,comedy film,http://www.wikidata.org/entity/Q157443,,,Joan Carr-Wiggin,http://www.wikidata.org/entity/Q43079418,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q28101361,Film Stars Don't Die in Liverpool,2017-01-01T00:00:00Z,105,105,English,,,"drama film, biographical film, romance film, film based on book","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q645928, http://www.wikidata.org/entity/Q1054574, http://www.wikidata.org/entity/Q52207310","Annette Bening, Julie Walters, Jamie Bell, Vanessa Redgrave, Stephen Graham, Kenneth Cranham, Frances Barber, Ben Cura, Leanne Best, Suzanne Bertish","http://www.wikidata.org/entity/Q190602, http://www.wikidata.org/entity/Q228747, http://www.wikidata.org/entity/Q297071, http://www.wikidata.org/entity/Q347879, http://www.wikidata.org/entity/Q442547, http://www.wikidata.org/entity/Q1229052, http://www.wikidata.org/entity/Q5478514, http://www.wikidata.org/entity/Q4885490, http://www.wikidata.org/entity/Q20974081, http://www.wikidata.org/entity/Q7650771",Paul McGuigan,http://www.wikidata.org/entity/Q1377534,"Lionsgate, Sony Pictures Classics, Fandango at Home","http://www.wikidata.org/entity/Q515869, http://www.wikidata.org/entity/Q1320443, http://www.wikidata.org/entity/Q5371838","Barbara Broccoli, Colin Vaines","http://www.wikidata.org/entity/Q237226, http://www.wikidata.org/entity/Q5145633",J. Ralph,http://www.wikidata.org/entity/Q1708594,Urszula Pontikos,http://www.wikidata.org/entity/Q40046298,,,"IM Global, Eon Productions","http://www.wikidata.org/entity/Q2741255, http://www.wikidata.org/entity/Q219135",,
http://www.wikidata.org/entity/Q50618778,Barbra: The Music ... The Mem'ries ... The Magic!,2017-11-22T00:00:00Z,,,English,,,concert film,http://www.wikidata.org/entity/Q430525,"Jamie Foxx, Alec Baldwin, Barbra Streisand, Seth MacFarlane","http://www.wikidata.org/entity/Q171905, http://www.wikidata.org/entity/Q170572, http://www.wikidata.org/entity/Q4636, http://www.wikidata.org/entity/Q188492","Barbra Streisand, Jim Gable","http://www.wikidata.org/entity/Q4636, http://www.wikidata.org/entity/Q50620664",Netflix,http://www.wikidata.org/entity/Q907311,,,,,,,Kaseya Center,http://www.wikidata.org/entity/Q420129,,,"Barbra: The Music, The Mem'ries, The Magic",http://www.wikidata.org/entity/Q24702551
http://www.wikidata.org/entity/Q50649624,The Wasting,2017-01-01T00:00:00Z,,,English,,,"drama film, horror film, ghost film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q31888058",,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q43401864,El Camino Christmas,2017-01-01T00:00:00Z,89,89,English,,,"Christmas film, black comedy film","http://www.wikidata.org/entity/Q28026639, http://www.wikidata.org/entity/Q5778924","Jessica Alba, Tim Allen, Luke Grimes, Dax Shepard, Kurtwood Smith, Vincent D'Onofrio, Emilio Rivera, Jimmy O. Yang","http://www.wikidata.org/entity/Q44077, http://www.wikidata.org/entity/Q208408, http://www.wikidata.org/entity/Q1060344, http://www.wikidata.org/entity/Q462354, http://www.wikidata.org/entity/Q317228, http://www.wikidata.org/entity/Q320052, http://www.wikidata.org/entity/Q5371935, http://www.wikidata.org/entity/Q6201006",David E. Talbert,http://www.wikidata.org/entity/Q5233216,Netflix,http://www.wikidata.org/entity/Q907311,"Kimberly Quinn, Theodore Melfi","http://www.wikidata.org/entity/Q16734816, http://www.wikidata.org/entity/Q19517847",Christopher Lennertz,http://www.wikidata.org/entity/Q938849,Tim Suhrstedt,http://www.wikidata.org/entity/Q2434294,,,,,,
http://www.wikidata.org/entity/Q50650123,Miami Love Affair,2017-01-01T00:00:00Z,,,English,,,romantic comedy,http://www.wikidata.org/entity/Q860626,,,Ralph Kinnard,http://www.wikidata.org/entity/Q7287751,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q55114857,Night Kaleidoscope,2017-01-01T00:00:00Z,,,English,,,,,,,Grant McPhee,http://www.wikidata.org/entity/Q27051617,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q55116600,Time Trial,2017-01-01T00:00:00Z,,,English,,,documentary film,http://www.wikidata.org/entity/Q93204,,,Finlay Pretsell,http://www.wikidata.org/entity/Q55116688,,,,,,,Martin Radich,http://www.wikidata.org/entity/Q55116756,,,,,,
http://www.wikidata.org/entity/Q29024908,Stake Land II,2017-06-09T00:00:00Z,81,81,English,,,"horror film, post-apocalyptic film, vampire film","http://www.wikidata.org/entity/Q200092, http://www.wikidata.org/entity/Q1341051, http://www.wikidata.org/entity/Q2137852",,,"Dan Berk, Robert Olsen","http://www.wikidata.org/entity/Q29024924, http://www.wikidata.org/entity/Q29024937",,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q29392519,Western,2017-05-01T00:00:00Z,120,120,English,,,"drama film, art film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q1135802",,,Valeska Grisebach,http://www.wikidata.org/entity/Q101712,,,"Maren Ade, Valeska Grisebach, Antonin Svoboda, Jonas Dornbach, Janine Jackowski","http://www.wikidata.org/entity/Q91508, http://www.wikidata.org/entity/Q101712, http://www.wikidata.org/entity/Q599000, http://www.wikidata.org/entity/Q1300310, http://www.wikidata.org/entity/Q28540779",,,Bernhard Keller,http://www.wikidata.org/entity/Q825411,,,coop99,http://www.wikidata.org/entity/Q262930,,
http://www.wikidata.org/entity/Q33527425,Big Time,2017-01-01T00:00:00Z,90,90,English,,,documentary film,http://www.wikidata.org/entity/Q93204,Bjarke Ingels,http://www.wikidata.org/entity/Q429817,Kaspar Astrup Schröder,http://www.wikidata.org/entity/Q35979702,,,,,Michael Andrews,http://www.wikidata.org/entity/Q1538925,"Henrik Ipsen, René Sascha Johannsen, Boris Benjamin Bertram","http://www.wikidata.org/entity/Q19605328, http://www.wikidata.org/entity/Q76454269, http://www.wikidata.org/entity/Q35980259",,,,,,
http://www.wikidata.org/entity/Q28768886,Science Fiction Volume One: The Osiris Child,2017-08-11T00:00:00Z,99,99,English,,135532,science fiction film,http://www.wikidata.org/entity/Q471839,"Rachel Griffiths, Isabel Lucas, Kellan Lutz, Luke Ford, Temuera Morrison, Luke Hemsworth, Bren Foster, Grace Huang, Zoe Ventoura, Firass Dirani, Bianca Bradey","http://www.wikidata.org/entity/Q181140, http://www.wikidata.org/entity/Q229416, http://www.wikidata.org/entity/Q235707, http://www.wikidata.org/entity/Q545138, http://www.wikidata.org/entity/Q529851, http://www.wikidata.org/entity/Q1877051, http://www.wikidata.org/entity/Q3644222, http://www.wikidata.org/entity/Q5591220, http://www.wikidata.org/entity/Q4024633, http://www.wikidata.org/entity/Q3072767, http://www.wikidata.org/entity/Q41673353",Shane Abbess,http://www.wikidata.org/entity/Q23542535,"Netflix, Hulu, Madman Entertainment","http://www.wikidata.org/entity/Q907311, http://www.wikidata.org/entity/Q1630304, http://www.wikidata.org/entity/Q1816526",Shane Abbess,http://www.wikidata.org/entity/Q23542535,,,,,,,,,,
http://www.wikidata.org/entity/Q63871518,Venus,2017-10-09T00:00:00Z,95,95,English,,,"comedy drama, LGBT-related film","http://www.wikidata.org/entity/Q859369, http://www.wikidata.org/entity/Q20442589","Gordon Warnecke, Pierre-Yves Cardinal","http://www.wikidata.org/entity/Q3110935, http://www.wikidata.org/entity/Q16669937",Eisha Marjara,http://www.wikidata.org/entity/Q1313723,,,Joe Balass,http://www.wikidata.org/entity/Q14918803,,,,,,,,,,
http://www.wikidata.org/entity/Q18703023,Eloise,2017-01-01T00:00:00Z,89,89,English,,,thriller film,http://www.wikidata.org/entity/Q2484376,Eliza Dushku,http://www.wikidata.org/entity/Q210200,Robert Legato,http://www.wikidata.org/entity/Q8342,Vertical,http://www.wikidata.org/entity/Q18395323,,,,,Antonio Riestra,http://www.wikidata.org/entity/Q23418916,,,,,,
http://www.wikidata.org/entity/Q55606134,Bully,2017-01-01T00:00:00Z,,,English,,,"musical film, LGBT-related film","http://www.wikidata.org/entity/Q842256, http://www.wikidata.org/entity/Q20442589",,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q17068577,Max Steel,2017-02-24T00:00:00Z,88,88,English,10000000,,"action film, adventure film, science fiction film, superhero film","http://www.wikidata.org/entity/Q188473, http://www.wikidata.org/entity/Q319221, http://www.wikidata.org/entity/Q471839, http://www.wikidata.org/entity/Q1535153","Maria Bello, Andy Garcia, Josh Brener, Mike Doyle, Ben Winchell, Brandon Larracuente","http://www.wikidata.org/entity/Q229220, http://www.wikidata.org/entity/Q189415, http://www.wikidata.org/entity/Q15058295, http://www.wikidata.org/entity/Q6846614, http://www.wikidata.org/entity/Q20973957, http://www.wikidata.org/entity/Q29349693",Stewart Hendler,http://www.wikidata.org/entity/Q7615818,"Netflix, Open Road Flims","http://www.wikidata.org/entity/Q907311, http://www.wikidata.org/entity/Q4121965",,,,,Brett Pawlak,http://www.wikidata.org/entity/Q28915983,North Carolina,http://www.wikidata.org/entity/Q1454,,,,
http://www.wikidata.org/entity/Q123984652,Capps Crossing,2017-06-09T00:00:00Z,85,85,English,,,,,,,,,,,,,,,,,,,,,,
http://www.wikidata.org/entity/Q27701609,Victoria and Abdul,2017-09-21T00:00:00Z,112,112,English,,,"drama film, biographical film, historical film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q645928, http://www.wikidata.org/entity/Q17013749","Judi Dench, Olivia Williams, Suzy Eddie Izzard, Michael Gambon, Simon Callow, Adeel Akhtar, Julian Wadham, John Rowe, Jonathan Harden, Ali Fazal, Fenella Woolgar, Tim Pigott-Smith, Joe Caffrey, Tim McMullan, Paul Higgins, Robin Soans, Simon Paisley Day, Amani Zardoe, Sophie Trott, Penny Ryder","http://www.wikidata.org/entity/Q28054, http://www.wikidata.org/entity/Q231163, http://www.wikidata.org/entity/Q254022, http://www.wikidata.org/entity/Q203545, http://www.wikidata.org/entity/Q731187, http://www.wikidata.org/entity/Q4681497, http://www.wikidata.org/entity/Q1354565, http://www.wikidata.org/entity/Q6255810, http://www.wikidata.org/entity/Q6273338, http://www.wikidata.org/entity/Q4724794, http://www.wikidata.org/entity/Q5443309, http://www.wikidata.org/entity/Q1334710, http://www.wikidata.org/entity/Q16202035, http://www.wikidata.org/entity/Q16239179, http://www.wikidata.org/entity/Q7151278, http://www.wikidata.org/entity/Q7352796, http://www.wikidata.org/entity/Q7519477, http://www.wikidata.org/entity/Q111397974, http://www.wikidata.org/entity/Q111397976, http://www.wikidata.org/entity/Q111397977",Stephen Frears,http://www.wikidata.org/entity/Q55258,"Focus Features, UIP-Dunafilm","http://www.wikidata.org/entity/Q649649, http://www.wikidata.org/entity/Q1329615",Tim Bevan,http://www.wikidata.org/entity/Q1473065,Thomas Newman,http://www.wikidata.org/entity/Q319996,Danny Cohen,http://www.wikidata.org/entity/Q918883,,,Working Title Films,http://www.wikidata.org/entity/Q2060840,,
http://www.wikidata.org/entity/Q28836832,Havenhurst,2017-02-10T00:00:00Z,80,80,English,,,horror film,http://www.wikidata.org/entity/Q200092,"Danielle Harris, Julie Benz, Fionnula Flanagan, Toby Huss, Josh Stamberg, Douglas Tait","http://www.wikidata.org/entity/Q272944, http://www.wikidata.org/entity/Q230320, http://www.wikidata.org/entity/Q237579, http://www.wikidata.org/entity/Q946117, http://www.wikidata.org/entity/Q2152486, http://www.wikidata.org/entity/Q5302021",Andrew C. Erin,http://www.wikidata.org/entity/Q4756495,Brainstorm Media,http://www.wikidata.org/entity/Q19867354,"Mark Burg, Andrew C. Erin","http://www.wikidata.org/entity/Q3294017, http://www.wikidata.org/entity/Q4756495",Tomandandy,http://www.wikidata.org/entity/Q1297628,,,"New York City, Los Angeles","http://www.wikidata.org/entity/Q60, http://www.wikidata.org/entity/Q65",Twisted Pictures,http://www.wikidata.org/entity/Q1755165,,
http://www.wikidata.org/entity/Q21527744,House by the Lake,2017-01-01T00:00:00Z,77,77,English,,,horror film,http://www.wikidata.org/entity/Q200092,"Anne Dudek, James Callis, Michael Bowen","http://www.wikidata.org/entity/Q236918, http://www.wikidata.org/entity/Q374770, http://www.wikidata.org/entity/Q604762",Adam Gierasch,http://www.wikidata.org/entity/Q4138857,,,,,,,,,California,http://www.wikidata.org/entity/Q99,,,,
http://www.wikidata.org/entity/Q115406426,Two Strangers Who Meet Five Times,2017-12-02T00:00:00Z,12,12,English,,,"short film, drama film","http://www.wikidata.org/entity/Q24862, http://www.wikidata.org/entity/Q130232","Sargon Yelda, Dimitri Andreas","http://www.wikidata.org/entity/Q66362697, http://www.wikidata.org/entity/Q111902384",Marcus Markou,http://www.wikidata.org/entity/Q6758304,,,,,,,,,London,http://www.wikidata.org/entity/Q84,,,,
http://www.wikidata.org/entity/Q61829953,Leftovers,2017-01-01T00:00:00Z,69,69,English,,,documentary film,http://www.wikidata.org/entity/Q93204,Carla Laemmle,http://www.wikidata.org/entity/Q260337,Seth Hancock,http://www.wikidata.org/entity/Q117862454,Hulu,http://www.wikidata.org/entity/Q1630304,,,,,,,,,,,,
http://www.wikidata.org/entity/Q25646568,Suburbicon,2017-09-02T00:00:00Z,105,105,English,,,"drama film, crime thriller film","http://www.wikidata.org/entity/Q130232, http://www.wikidata.org/entity/Q19367312","Julianne Moore, Oscar Isaac, Matt Damon, Michael Cohen, Gary Basaraba, Jack Conley, Glenn Fleshler, Noah Jupe, Megan Ferguson","http://www.wikidata.org/entity/Q80405, http://www.wikidata.org/entity/Q336788, http://www.wikidata.org/entity/Q175535, http://www.wikidata.org/entity/Q6829330, http://www.wikidata.org/entity/Q1907278, http://www.wikidata.org/entity/Q3157150, http://www.wikidata.org/entity/Q15965642, http://www.wikidata.org/entity/Q38410137, http://www.wikidata.org/entity/Q23992712",George Clooney,http://www.wikidata.org/entity/Q23844,"Paramount Pictures, Netflix, Hulu","http://www.wikidata.org/entity/Q159846, http://www.wikidata.org/entity/Q907311, http://www.wikidata.org/entity/Q1630304","George Clooney, Joel Silver, Grant Heslov, Teddy Schwarzman","http://www.wikidata.org/entity/Q23844, http://www.wikidata.org/entity/Q539718, http://www.wikidata.org/entity/Q710180, http://www.wikidata.org/entity/Q19309867",Alexandre Desplat,http://www.wikidata.org/entity/Q313362,Robert Elswit,http://www.wikidata.org/entity/Q279100,Los Angeles,http://www.wikidata.org/entity/Q65,"Paramount Pictures, Smokehouse Pictures, Silver Pictures","http://www.wikidata.org/entity/Q159846, http://www.wikidata.org/entity/Q3963037, http://www.wikidata.org/entity/Q1188938",,
http://www.wikidata.org/entity/Q48964940,Atomic Homefront,2017-01-01T00:00:00Z,100,100,English,,,documentary film,http://www.wikidata.org/entity/Q93204,,,Rebecca Cammisa,http://www.wikidata.org/entity/Q7301689,,,,,,,,,,,,,radioactive waste,http://www.wikidata.org/entity/Q185252
http://www.wikidata.org/entity/Q56301741,A Bramble House Christmas,2017-11-19T00:00:00Z,,,English,,,Christmas film,http://www.wikidata.org/entity/Q28026639,"Autumn Reeser, Andrew Airlie, Teryl Rothery, Julia Benson, Liam Hughes, Bruce Dawson, David Haydn-Jones, Hilary Jardine","http://www.wikidata.org/entity/Q236832, http://www.wikidata.org/entity/Q4756190, http://www.wikidata.org/entity/Q238197, http://www.wikidata.org/entity/Q522146, http://www.wikidata.org/entity/Q69087443, http://www.wikidata.org/entity/Q96745521, http://www.wikidata.org/entity/Q98551754, http://www.wikidata.org/entity/Q101172772",Steven R. Monroe,http://www.wikidata.org/entity/Q7615177,Hallmark Channel,http://www.wikidata.org/entity/Q641746,,,,,,,,,,,,
http://www.wikidata.org/entity/Q43302272,Trip Ubusan: The Lolas vs. Zombies,2017-11-22T00:00:00Z,,,English,,,zombie comedy,http://www.wikidata.org/entity/Q1747837,,,Mark A. Reyes,http://www.wikidata.org/entity/Q6766470,M-Zet Productions,http://www.wikidata.org/entity/Q25055818,,,,,,,,,APT Entertainment,http://www.wikidata.org/entity/Q4653431,,
http://www.wikidata.org/entity/Q66305418,Bad Frank,2017-01-01T00:00:00Z,,,English,,,,,,,,,,,,,,,,,,,,,,
